# cl_TT                  cl_TE                    cl_EE
1.652848002331276575e+03 5.216730582456404974e+00 1.041053305339981749e-01
1.509149975793076010e+03 6.555688277834752498e+00 1.650822831242474420e-01
1.384223107757688467e+03 6.680973112549625448e+00 1.790950310382201927e-01
1.289390007086034529e+03 6.109448038852583807e+00 1.523514973802760075e-01
1.220692240078188433e+03 5.224303173346243057e+00 1.070440760454863111e-01
1.172539119464044916e+03 4.261999959874043675e+00 6.438561400464487550e-02
1.139509327678755881e+03 3.363144868367383022e+00 3.559952595340928894e-02
1.118330607378517016e+03 2.605055706233040613e+00 2.145711153469213525e-02
1.106051613125440099e+03 2.025308096195045593e+00 1.679233153970047937e-02
1.100309614164856612e+03 1.632698210253227700e+00 1.567652001898758862e-02
1.100174083510785749e+03 1.412000581438899172e+00 1.450115501276079931e-02
1.104390282710033489e+03 1.326447910762107218e+00 1.243098779181547354e-02
1.111341002933940899e+03 1.332688818535342490e+00 1.021630972275346626e-02
1.120505429449652638e+03 1.393412698725144727e+00 8.747091986444998843e-03
1.132063253058697683e+03 1.475146438885797329e+00 8.269957151192943237e-03
1.145871628151850700e+03 1.552980018703327136e+00 8.410226868801228689e-03
1.160276560516088693e+03 1.611011768966668534e+00 8.615944440861588935e-03
1.178017119696906775e+03 1.649897729207035590e+00 8.589900134352486741e-03
1.196137720382070029e+03 1.670770880860191765e+00 8.384176377789397117e-03
1.214833830773730597e+03 1.681139645591560816e+00 8.288793703348727379e-03
1.234336132325987137e+03 1.686933774895429172e+00 8.576418850114892259e-03
1.254931655985875750e+03 1.697165411689602665e+00 9.310531703316653543e-03
1.276228733865513732e+03 1.717593310734478518e+00 1.049511630949397610e-02
1.297856189656556580e+03 1.752024829805929551e+00 1.203022197509434447e-02
1.320113036739025347e+03 1.802147897171045843e+00 1.380714363140565608e-02
1.343115959164146489e+03 1.859655602579433520e+00 1.580281474498427749e-02
1.366563268948259747e+03 1.920976169268920897e+00 1.801403632873991786e-02
1.390526695351114085e+03 1.980208365093538037e+00 2.042389790902626387e-02
1.414995673803963882e+03 2.028793999028325690e+00 2.299680510798933486e-02
1.439878457382306124e+03 2.064214031798313087e+00 2.567576484560456923e-02
1.465216438445914264e+03 2.084673245035189915e+00 2.842777045833569730e-02
1.491043165336790253e+03 2.084643152675554223e+00 3.128855547700466061e-02
1.517118858848820082e+03 2.067310199004162907e+00 3.430397048127969972e-02
1.543954044711639199e+03 2.032744123759924637e+00 3.755540685886114838e-02
1.571074309587217158e+03 1.984668707999263759e+00 4.108545699273988272e-02
1.598429818871280077e+03 1.929081691934018794e+00 4.493313459907747470e-02
1.626444793685081777e+03 1.863005492453549516e+00 4.909930785100496964e-02
1.654499541125391261e+03 1.793343414321266094e+00 5.358622127332367951e-02
1.682790394468237309e+03 1.717166989175033187e+00 5.838995336801529323e-02
1.711490440179514280e+03 1.633317601660314367e+00 6.348883998522417138e-02
1.740598653866159339e+03 1.540500353016930113e+00 6.886314187954697963e-02
1.770049135829013949e+03 1.436017221764981588e+00 7.449705078642693268e-02
1.799780899412307917e+03 1.316711205354529124e+00 8.037701566040100776e-02
1.829763131364032688e+03 1.180014760493906190e+00 8.649422130516019880e-02
1.860034693910007491e+03 1.025017234226357710e+00 9.285204268252739146e-02
1.890604421569199076e+03 8.532003588869448985e-01 9.946946442408619027e-02
1.921515740376144322e+03 6.647184311894505093e-01 1.063862939412765912e-01
1.952805974553616124e+03 4.606463590579752410e-01 1.136095949136000927e-01
1.984421547036550919e+03 2.422611915833425278e-01 1.211493209927368558e-01
2.016302228502797789e+03 1.047034106436334211e-02 1.290160991248640587e-01
