# cl_TT                  cl_TE                    cl_EE
3.932023343487995135e+03 1.097253813791904165e+01 1.159261165271989330e-01
3.666609563567561963e+03 1.607861090508190571e+01 2.741794432756679556e-01
3.409768054872596167e+03 1.903777934252568116e+01 4.529352520366066170e-01
3.197372240352183780e+03 2.025735289642961590e+01 6.132880750642428769e-01
3.026406747063728744e+03 2.023322503815859719e+01 7.250961804636200103e-01
2.889020737937536978e+03 1.940126386866340624e+01 7.726226010851137138e-01
2.778881417707763831e+03 1.809501053952370597e+01 7.551687630417132091e-01
2.691400738142622231e+03 1.654970018120122432e+01 6.840779780502318497e-01
2.621815705438767509e+03 1.493422614602726739e+01 5.777967530228359516e-01
2.567717603779321507e+03 1.334910209077575693e+01 4.568537945811461665e-01
2.528073049991478001e+03 1.183862029881017186e+01 3.397425303238414962e-01
2.499629849606143580e+03 1.043318848441646374e+01 2.400527695343328549e-01
2.479086924539757547e+03 9.169132736489101987e+00 1.651927095897464115e-01
2.465754339029810126e+03 8.074941285570506722e+00 1.166771485892756643e-01
2.459900680834005016e+03 7.159659567173203065e+00 9.146475602890979939e-02
2.460654594122197977e+03 6.422436948495504616e+00 8.373263971351006807e-02
2.463726147108861824e+03 5.850232575629262577e+00 8.661614230086191191e-02
2.475356597923511345e+03 5.465622354629241286e+00 9.385724964317912478e-02
2.488808313348047250e+03 5.239924555664610573e+00 1.003709376805885650e-01
2.503160858265900060e+03 5.155211565081567748e+00 1.036410626578972566e-01
2.520008904208860258e+03 5.197507848525019902e+00 1.023095741906921985e-01
2.539244713418950141e+03 5.339736696573313068e+00 9.724157287877562006e-02
2.559899366822018237e+03 5.554845910381473573e+00 8.998529322958120913e-02
2.581776990843854037e+03 5.819137800383223258e+00 8.257157674035270345e-02
2.604945447690713081e+03 6.103650215237129473e+00 7.694043048081831981e-02
2.629196682886378767e+03 6.386604857736497109e+00 7.425488248529171775e-02
2.654564729931478269e+03 6.642974628699629847e+00 7.525576121581557809e-02
2.680452975717795653e+03 6.863542310261215640e+00 7.969562973614177648e-02
2.707347863921831049e+03 7.033218317263197683e+00 8.698931791308092687e-02
2.734800525408125395e+03 7.145606532794594123e+00 9.607697365732728589e-02
