# cl_TT                  cl_TE                    cl_EE
2.842360281493030470e+03 7.210618649721133089e+00 8.025389123839361816e-02
2.582096629713063066e+03 9.432427973369282626e+00 1.529314506860503242e-01
2.355643730573881385e+03 1.011585063356739944e+01 2.045252326488966876e-01
2.179154684355805330e+03 9.820534130330527134e+00 2.217082288499957754e-01
2.044250384822513979e+03 8.998035652740297152e+00 2.058821809261758007e-01
1.941305457738706764e+03 7.950167562664461229e+00 1.681222032805470001e-01
1.862444509289679672e+03 6.862419586175515285e+00 1.226040512385988129e-01
1.802680240073707864e+03 5.838693148299127778e+00 8.126106148021776387e-02
1.757426965951464808e+03 4.936475463146444476e+00 5.095503454494966500e-02
1.723489604267587765e+03 4.185860617131574202e+00 3.318923042446567107e-02
1.699521339721847653e+03 3.597848303228631917e+00 2.558201975785959550e-02
1.683234651706185332e+03 3.168731810866427523e+00 2.402600948139526488e-02
1.672033138407776278e+03 2.885454519340484580e+00 2.461046739899807462e-02
1.665065382466524397e+03 2.732961748635298616e+00 2.476238217277241735e-02
1.662479255310546932e+03 2.689339723259330128e+00 2.352475085553270076e-02
1.663811567316590072e+03 2.727049752098295698e+00 2.120064591158848932e-02
1.666175422510483713e+03 2.815216944601969029e+00 1.869155372178136695e-02
1.674179335028105243e+03 2.939695958459192404e+00 1.692449350367175934e-02
1.682936938126407540e+03 3.073052275572166980e+00 1.643215049230144220e-02
1.692384950952467079e+03 3.201863960343501958e+00 1.714962346376588259e-02
1.703392571589942463e+03 3.315345768196451548e+00 1.882269733899143149e-02
1.715726049397872430e+03 3.410298689876122946e+00 2.098804007861590840e-02
1.729170359130116594e+03 3.482788716998700185e+00 2.321589190631718341e-02
1.743432759112535450e+03 3.533642172823331151e+00 2.539332248382919835e-02
1.758591835196870306e+03 3.567512534027510007e+00 2.753545534056820940e-02
1.774585977105564552e+03 3.586280488171874392e+00 2.983875674879599496e-02
1.791185098542759533e+03 3.596314376492068199e+00 3.254069256999517906e-02
1.808525418892260859e+03 3.596584553279085217e+00 3.580056770209980033e-02
1.826248882428681554e+03 3.594622606814443344e+00 3.970056217366765144e-02
1.844724044549687278e+03 3.592036118956398738e+00 4.420287837539393916e-02
1.863652887100443877e+03 3.588646247330817385e+00 4.919966470233834432e-02
1.882818954268110019e+03 3.587249882268241485e+00 5.462526559096028689e-02
1.902669328855748290e+03 3.581264037066075989e+00 6.042258749134788581e-02
1.922586939544938787e+03 3.573660401492485761e+00 6.657639127341134777e-02
1.942951991207873334e+03 3.556056734605044234e+00 7.309853832162298282e-02
1.963862156767139368e+03 3.526662526474482195e+00 8.004156231097256380e-02
1.985118541967245847e+03 3.483310425946760880e+00 8.744967246662115057e-02
