# cl_TT                  cl_TE                    cl_EE
1.276510248574322532e+03 5.063149044885098427e+00 1.072197832676517193e-01
1.139121324191768736e+03 7.336707204343866806e+00 2.374007836568775009e-01
1.020281477995867590e+03 8.492372033630852357e+00 3.690787163052341446e-01
9.256452993527313993e+02 8.811625998156635831e+00 4.709578292298604585e-01
8.509157837117838881e+02 8.582445637442063457e+00 5.239911946623723171e-01
7.916933692782192793e+02 8.027129817610250129e+00 5.235575758371381339e-01
7.446429251014593547e+02 7.297070927737207668e+00 4.772413694043768917e-01
7.073549509035451592e+02 6.487164185928730120e+00 4.001823414892233810e-01
6.779118840583629435e+02 5.655435089025219852e+00 3.099017690667057456e-01
6.550305646026615705e+02 4.834725907676519441e+00 2.220811557559302929e-01
6.376849998303785014e+02 4.044611203818780254e+00 1.479090459332119689e-01
6.246352931115437741e+02 3.304618974489521133e+00 9.306527687117151226e-02
6.148685264019578653e+02 2.635975425876724287e+00 5.815941866124298143e-02
6.079460993969088349e+02 2.056452678107205667e+00 4.013279371363033532e-02
6.035676298126584243e+02 1.578871543346807682e+00 3.400928536178246531e-02
6.012749579625551632e+02 1.210801120871830561e+00 3.449950551230264451e-02
5.999515721589471013e+02 9.512791675422805904e-01 3.716924781536855987e-02
6.008639922320938922e+02 8.019212064709337895e-01 3.912017262595973710e-02
6.023409202385371373e+02 7.458265634237625230e-01 3.895745088912815068e-02
6.044506766959798369e+02 7.682084395321682191e-01 3.693696972388935129e-02
6.071692833594827334e+02 8.522982347926538749e-01 3.378246660680308405e-02
6.104283627087653485e+02 9.803310568277813219e-01 3.068652388798781896e-02
6.142453124734822723e+02 1.130420917002510572e+00 2.879599998689848922e-02
6.182963987522808793e+02 1.285277056535233609e+00 2.858048768356874839e-02
6.228141530879936454e+02 1.430234838190536317e+00 3.017782971038623571e-02
6.277006471737807942e+02 1.552847355560906584e+00 3.306466220039475101e-02
6.327960528921439618e+02 1.649747446198719825e+00 3.655276255588279372e-02
6.383389801616573322e+02 1.709612488525770413e+00 3.985610165788019271e-02
6.438787092560240808e+02 1.736916507037605140e+00 4.223897871367191664e-02
6.500631894118666878e+02 1.730177472079483803e+00 4.340420366643794881e-02
6.563634412644789791e+02 1.691838145391016068e+00 4.320071617330114438e-02
6.626685685471051102e+02 1.630308618765144324e+00 4.192129588622963560e-02
6.694755085388762836e+02 1.544694493265647228e+00 3.995640958911959167e-02
6.759701251887387343e+02 1.449430965154248074e+00 3.782765535271146590e-02
6.827401912809333453e+02 1.343293706733847515e+00 3.604928829489725123e-02
6.898165258316206518e+02 1.234025630867221279e+00 3.499012974331566078e-02
6.969969555453787962e+02 1.127170226714380608e+00 3.491386053500855624e-02
7.041826566340517957e+02 1.025366689602738690e+00 3.576799748273633284e-02
7.113394637981597270e+02 9.317440744584356560e-01 3.742728866840411978e-02
7.185434920603966020e+02 8.502011011571571908e-01 3.978394659787049675e-02
7.258373550526789586e+02 7.807652374841402843e-01 4.274660400014962391e-02
7.332821476952813100e+02 7.212372711519602353e-01 4.622477093936983028e-02
7.409092180569265338e+02 6.693706683721365458e-01 5.012426438044838978e-02
7.486542670296955748e+02 6.233332900955851352e-01 5.434575523430321825e-02
7.564334243150328803e+02 5.809848319260093596e-01 5.879414028926386454e-02
