# cl_TT                  cl_TE                    cl_EE
2.555312534889191738e+03 1.522437815579831488e+00 2.377178521627563382e-03
1.976966104153835431e+03 1.960507046087972105e+00 6.537708825536824378e-03
1.674032276444472700e+03 2.329860847588022033e+00 1.285348307576967067e-02
1.487553682301613662e+03 2.618484481591817570e+00 2.076667071699617173e-02
1.360780650258231390e+03 2.826734558240806994e+00 2.946418986169407894e-02
1.268840451829217500e+03 2.962313216042172126e+00 3.804901382581860753e-02
1.199378296130915942e+03 3.036036984706312225e+00 4.568971634872093929e-02
1.145474679770561579e+03 3.058986734200989765e+00 5.173581044477897767e-02
1.102244048699047653e+03 3.045404504277796853e+00 5.576317852039299611e-02
1.067114299006478177e+03 3.008150993304024468e+00 5.758370320008188853e-02
1.038779037908604323e+03 2.952621920601817163e+00 5.726385114256445780e-02
1.015450894320028738e+03 2.883566558758745568e+00 5.509739699842094302e-02
9.956502252659151964e+02 2.810424682734632640e+00 5.151458246293365295e-02
9.789975735578523199e+02 2.742225178623098891e+00 4.699553571842991773e-02
9.654462630743786349e+02 2.682968177787697250e+00 4.202195102041578201e-02
9.545597932846959566e+02 2.632798022296365836e+00 3.704546282059476697e-02
9.448240674561121750e+02 2.588236689744352503e+00 3.244447464050139590e-02
9.381722881490962891e+02 2.558794246521648219e+00 2.855108703939976400e-02
9.324002867958990919e+02 2.537516951220799122e+00 2.554526027168780786e-02
9.272839846859845920e+02 2.527341429487087510e+00 2.348639435724922050e-02
9.233427396410132815e+02 2.527284355409743277e+00 2.240928512269749207e-02
9.200168593519410933e+02 2.540034742381032551e+00 2.223761481271929741e-02
9.175085422207015426e+02 2.563152009518133934e+00 2.284412625388520732e-02
9.155787038478049453e+02 2.595952632361086643e+00 2.406206237692815053e-02
9.142576670629182445e+02 2.638843868574915152e+00 2.574954262081208256e-02
9.131111557537336694e+02 2.692544907472438798e+00 2.776322182839279298e-02
9.124971167519772735e+02 2.754531992633961313e+00 2.997926060022216427e-02
9.120665501467319700e+02 2.823397474871251145e+00 3.230040515244296528e-02
9.117541836183729629e+02 2.901020034444866003e+00 3.469826807889842685e-02
9.119327839454077775e+02 2.980766048308296501e+00 3.714205347018045139e-02
9.120631427357250232e+02 3.067549101055873084e+00 3.965545967603446159e-02
9.124337138943172931e+02 3.156235896891965265e+00 4.229296402245813491e-02
9.128354344138803071e+02 3.246829397502174253e+00 4.509780533119076007e-02
9.132723822698291087e+02 3.338361425976604124e+00 4.812802330113932076e-02
9.137854919610330171e+02 3.428889648965034009e+00 5.145648116759944657e-02
9.143188752083362942e+02 3.516633295348173593e+00 5.515668523000214624e-02
9.148239161535359472e+02 3.601181054420192762e+00 5.926312560919589495e-02
9.153621996881779523e+02 3.681188642955075974e+00 6.380745548807724432e-02
9.159566833508844184e+02 3.755842001018435461e+00 6.881076503105570952e-02
9.165314262141795325e+02 3.824672385449360945e+00 7.428143588057312119e-02
9.170434290776436228e+02 3.886676990504999818e+00 8.019560673869056966e-02
9.174768104861925622e+02 3.940387834694119018e+00 8.652717661653985814e-02
9.179127180461498483e+02 3.983808332642583494e+00 9.327907961040056428e-02
9.183992149548781754e+02 4.018224097666238670e+00 1.004021885957727955e-01
9.188491321836379484e+02 4.044473149671254042e+00 1.078786698806093874e-01
9.191806167770466800e+02 4.062921030398921829e+00 1.156882581008440020e-01
9.193658747200157677e+02 4.072949728227516886e+00 1.238123827528272713e-01
9.194919643226672861e+02 4.073291837971055429e+00 1.322340101229483866e-01
9.197111474379852325e+02 4.062843065250712371e+00 1.409615191658614985e-01
9.200219418024939841e+02 4.039868670837402753e+00 1.500459337756713252e-01
9.202665409955307041e+02 4.006926514261547112e+00 1.594650133576995532e-01
9.204284635521762539e+02 3.965026888939477079e+00 1.692270086073185686e-01
9.205358502168818404e+02 3.914366012575282383e+00 1.793449793107513568e-01
9.206120114104137429e+02 3.854806302935708029e+00 1.898337124235759399e-01
9.206728813293361782e+02 3.786185068244443563e+00 2.007078853303089216e-01
9.207288332450392545e+02 3.708428091299369012e+00 2.119819936136720651e-01
9.207820700157586771e+02 3.620127286050045523e+00 2.236898778705788959e-01
9.208039271214739756e+02 3.523030982089871088e+00 2.357994190205265073e-01
9.207772721416667991e+02 3.417446181864946197e+00 2.483075967117641392e-01
9.207017375784191699e+02 3.303402595847964029e+00 2.612128792728841686e-01
9.206333355697843217e+02 3.180591582274737039e+00 2.745025688085554472e-01
9.206389532443205326e+02 3.048659879544393991e+00 2.881616322105679528e-01
9.207653016844864169e+02 2.907484272231061428e+00 3.021731539529637356e-01
9.209571129992300484e+02 2.756760325268293066e+00 3.165389486207009218e-01
9.210847048443946505e+02 2.598463092577723454e+00 3.312307102514446822e-01
9.210587255922717986e+02 2.433177200940377816e+00 3.462366658623218241e-01
9.209183676555859392e+02 2.260328518951240095e+00 3.615529308695361599e-01
9.208380253635588133e+02 2.078335213155134920e+00 3.771738856347682245e-01
9.208982518998651585e+02 1.886522352498526178e+00 3.930907850831525385e-01
9.211218879707178075e+02 1.684791843466469707e+00 4.092939672924855721e-01
9.214663132239137440e+02 1.473132772357886200e+00 4.257848840725772521e-01
9.217787529994420765e+02 1.253018259809020929e+00 4.425475949039800461e-01
9.220612086261680815e+02 1.024831576009658907e+00 4.595728967872201864e-01
9.223615139663279479e+02 7.880078085731458959e-01 4.768580412198100693e-01
9.227244881769337326e+02 5.421723003491705217e-01 4.944003574631941067e-01
9.231778453053791509e+02 2.869276079872630780e-01 5.121935675330001603e-01
9.237161796368247906e+02 2.239775554837712332e-02 5.302241366779516518e-01
9.243387452042103405e+02 -2.517477341211588615e-01 5.484719807154105897e-01
9.250330178886948715e+02 -5.351021507420915535e-01 5.669165993111902058e-01
9.257769062703180225e+02 -8.272735102694640519e-01 5.855382242455906550e-01
9.265843964338305341e+02 -1.128117662816153555e+00 6.043225365303037666e-01
9.274676820680151650e+02 -1.437585754978351060e+00 6.232562404960282354e-01
9.284391033259181540e+02 -1.755453822157311272e+00 6.423248784332291628e-01
9.295034646065080324e+02 -2.081545791306184334e+00 6.615142807618071830e-01
9.306890959560533929e+02 -2.415800791962190441e+00 6.808025667756038013e-01
9.319877193362389107e+02 -2.757902212512185702e+00 7.001706892809705929e-01
9.334023689856917372e+02 -3.107359613192921532e+00 7.196156699442712856e-01
9.349345624814046687e+02 -3.463998346180493293e+00 7.391194736669716159e-01
9.365836288477614744e+02 -3.827532502900452993e+00 7.586708562934960653e-01
9.383482373374174585e+02 -4.197597103749757252e+00 7.782539373803383231e-01
9.402302141868985927e+02 -4.573922214868786362e+00 7.978532031024213600e-01
9.422344210141244503e+02 -4.955958089917996467e+00 8.174484251720532946e-01
9.443672929114874250e+02 -5.343230178840774336e+00 8.370160280649815432e-01
9.466044926201220733e+02 -5.735509809159882622e+00 8.565576654432711656e-01
9.489548136683227995e+02 -6.132408311642017829e+00 8.760627057045055066e-01
9.514100784428317183e+02 -6.533706891114469784e+00 8.955151653596412631e-01
9.539736987114841895e+02 -6.938961122884468757e+00 9.149112784365830420e-01
9.566480679559435885e+02 -7.347910570601582592e+00 9.342325734531334858e-01
9.594359788397337070e+02 -7.760090406983161770e+00 9.534469288908975493e-01
9.623507294067533167e+02 -8.174477093365725366e+00 9.725124298976585147e-01
9.653852945028162367e+02 -8.591570055648455551e+00 9.914419119546942216e-01
9.685370938500059310e+02 -9.011037171787821265e+00 1.010210522620013540e+00
9.718048985723894475e+02 -9.432632940508643316e+00 1.028806633920807956e+00
9.751945931918496626e+02 -9.856129752086831175e+00 1.047211524785091052e+00
9.787068652052047355e+02 -1.028119641601731260e+01 1.065405293046691515e+00
9.823350820267867221e+02 -1.070763260989946808e+01 1.083370663979182913e+00
9.860954574375539323e+02 -1.113353929479032800e+01 1.101035115521167507e+00
9.899762881641801187e+02 -1.156008980940544184e+01 1.118435462041745598e+00
9.939739793885465815e+02 -1.198713406241672885e+01 1.135562572457676778e+00
9.980914129957237719e+02 -1.241440640159581399e+01 1.152400862730558861e+00
1.002323942022992469e+03 -1.284168221120666509e+01 1.168937082335577360e+00
1.006678515224820103e+03 -1.326878133327119436e+01 1.185159859463877474e+00
1.011151770097461736e+03 -1.369540808139853638e+01 1.201051823857747447e+00
1.015734761614332115e+03 -1.411945132937938574e+01 1.216547216702739576e+00
1.020439127346565328e+03 -1.454226566866177350e+01 1.231689947429724263e+00
1.025253675511402662e+03 -1.496389202076806590e+01 1.246474143740115670e+00
1.030182679644348127e+03 -1.538395276114289700e+01 1.260887440853031949e+00
1.035227774705172351e+03 -1.580203460273756377e+01 1.274903138995957752e+00
1.040389296873348258e+03 -1.621763485148155226e+01 1.288504198918730914e+00
1.045665892138741810e+03 -1.663045582652767251e+01 1.301679071544789901e+00
1.051045173813400197e+03 -1.703810718235110144e+01 1.314354496863392452e+00
1.056545028629913531e+03 -1.744148048140429097e+01 1.326551936458563397e+00
1.062154498621141101e+03 -1.784093444122413885e+01 1.338283470629841210e+00
1.067879543348132302e+03 -1.823611322501417931e+01 1.349524452763806392e+00
1.073717949375102990e+03 -1.862676215112825417e+01 1.360270206564165640e+00
1.079668636793683163e+03 -1.901245500529184085e+01 1.370504103097332615e+00
1.085716130683690380e+03 -1.939300145508324391e+01 1.380221473265492271e+00
1.091840992204361100e+03 -1.976598605749660109e+01 1.389379886005935205e+00
1.098038068191946422e+03 -2.013182566625557968e+01 1.397982265329468676e+00
1.104306944903455133e+03 -2.049137389981421364e+01 1.406049336309979969e+00
1.110635412842840879e+03 -2.084434220108129665e+01 1.413576512822769526e+00
1.117023702794327164e+03 -2.119057829305516094e+01 1.420559220409358003e+00
1.123477502057673291e+03 -2.152993039906060702e+01 1.426998742049128799e+00
1.130001509574846068e+03 -2.186232756431067870e+01 1.432899022401274980e+00
1.136582167597393891e+03 -2.218560001085353406e+01 1.438213864500788031e+00
1.143229848565563998e+03 -2.249922356827294578e+01 1.442940763007852567e+00
1.149948748150566416e+03 -2.280455486997205838e+01 1.447092348324469091e+00
1.156747324801537388e+03 -2.310120544862986236e+01 1.450668924385652980e+00
1.163617930975490935e+03 -2.338883397651935780e+01 1.453657092674453200e+00
1.170547394182030075e+03 -2.366704426173370734e+01 1.456055403872286158e+00
1.177526361719254055e+03 -2.393554619044249776e+01 1.457857565022777413e+00
1.184537466491811983e+03 -2.419253697082227816e+01 1.459059419602640739e+00
1.191547777610086769e+03 -2.443666570219565415e+01 1.459633015568500669e+00
1.198588350684818352e+03 -2.466996904228410870e+01 1.459607693320857713e+00
1.205650400155370562e+03 -2.489223776326373638e+01 1.458987699062011645e+00
1.212732211809540331e+03 -2.510332825952355407e+01 1.457777271726862001e+00
1.219832077680926204e+03 -2.530311088694337585e+01 1.455980641384748475e+00
1.226948295894588000e+03 -2.549137303016420120e+01 1.453595415389135725e+00
1.234060249157981616e+03 -2.566710351816358227e+01 1.450627626249822555e+00
1.241148441359863682e+03 -2.582800646851918103e+01 1.447079445754846150e+00
1.248236321116149384e+03 -2.597696872789033051e+01 1.442968110010249161e+00
1.255325559245040495e+03 -2.611399093065147525e+01 1.438304479616719256e+00
1.262416252498260064e+03 -2.623908632588028311e+01 1.433100628605158189e+00
1.269501612595320921e+03 -2.635213791972326547e+01 1.427366424007068257e+00
1.276573502347306203e+03 -2.645314491988463246e+01 1.421114122384973255e+00
1.283629172501908215e+03 -2.654169368264465234e+01 1.414347387279629054e+00
1.290613037522854029e+03 -2.661443124014143180e+01 1.407096724045393099e+00
1.297571542707823710e+03 -2.667468259316961365e+01 1.399355359605675142e+00
1.304508395729837730e+03 -2.672218125799355803e+01 1.391123775884402392e+00
1.311415715031609125e+03 -2.675677686494912422e+01 1.382403589283358825e+00
1.318289913813173598e+03 -2.677817040711823893e+01 1.373208982805902645e+00
1.325125254263628904e+03 -2.678623285599610071e+01 1.363541432950008847e+00
1.331922325594385939e+03 -2.678079319288966786e+01 1.353402062386048321e+00
1.338610302771795432e+03 -2.675833852958720271e+01 1.342859595518147486e+00
1.345241920671736807e+03 -2.672206958913876562e+01 1.331879808224618378e+00
1.351824511702004429e+03 -2.667218379412980411e+01 1.320469040424552265e+00
1.358350368589938853e+03 -2.660857651820575143e+01 1.308635503914453269e+00
1.364810508577872724e+03 -2.653110472236492967e+01 1.296388910167159292e+00
1.371213746884507600e+03 -2.643991121141837297e+01 1.283739705236079720e+00
1.377555895237848972e+03 -2.633500867424572789e+01 1.270699594439366420e+00
1.383775443246107898e+03 -2.621384729026870986e+01 1.257357998224431173e+00
1.389929171139097434e+03 -2.607867620395851560e+01 1.243676934207446960e+00
1.396029427843562189e+03 -2.593019814262364520e+01 1.229651682993567530e+00
1.402071442782151280e+03 -2.576855093545537301e+01 1.215293746681215037e+00
1.408063256073969796e+03 -2.559386880952004262e+01 1.200616078646765450e+00
1.413996837734868677e+03 -2.540636747277169860e+01 1.185631418909324442e+00
1.419854454344356100e+03 -2.520613201990906305e+01 1.170352523088110663e+00
1.425581437000796996e+03 -2.499137644913565737e+01 1.154889129115824531e+00
1.431174824941350835e+03 -2.476320310632110377e+01 1.139232180786455606e+00
1.436659083152967241e+03 -2.452230310099254140e+01 1.123376554259250648e+00
1.442012782577116923e+03 -2.426857175513574560e+01 1.107359609800085742e+00
1.447245617782485397e+03 -2.400206158583079841e+01 1.091216814338312746e+00
1.452360120158188465e+03 -2.372279150929182379e+01 1.074984780653813310e+00
1.457351934181292791e+03 -2.343078563685206106e+01 1.058700749979398115e+00
1.462188205754669980e+03 -2.312481097189226276e+01 1.042497097402498296e+00
1.466878597339870794e+03 -2.280526174413815710e+01 1.026400143645767482e+00
1.471465005887592042e+03 -2.247323753015582071e+01 1.010367297822849730e+00
1.475935918685122488e+03 -2.212881509415770864e+01 9.944323957995269136e-01
1.480275611595254531e+03 -2.177209181190299958e+01 9.786336348986920397e-01
1.484479988178891972e+03 -2.140309523770065425e+01 9.629969421410701225e-01
1.488538133516088237e+03 -2.102194468355214241e+01 9.475618262202873954e-01
1.492398576253742704e+03 -2.062799559358440149e+01 9.324502212057845796e-01
1.496047732011258631e+03 -2.022132464425176224e+01 9.177307623214894239e-01
1.499519240336965368e+03 -1.980292214244336080e+01 9.033202402640233553e-01
1.502819589865053103e+03 -1.937304195170982268e+01 8.892408062918745193e-01
1.505950670438622410e+03 -1.893184186958847448e+01 8.755193121467761408e-01
1.508902782925810470e+03 -1.847949111804294375e+01 8.621875801175413745e-01
1.511674700884152799e+03 -1.801616256396869531e+01 8.492787081480698275e-01
1.514240265266218330e+03 -1.754181162313943432e+01 8.368829783178686199e-01
1.516566300558790999e+03 -1.705636644669456459e+01 8.251445814820471680e-01
1.518705228540224425e+03 -1.656072846187023728e+01 8.139082911515690411e-01
1.520663568709813944e+03 -1.605514920215334840e+01 8.031883647616503419e-01
1.522438910412425912e+03 -1.553985276477759747e+01 7.930159083701217027e-01
1.524022180033360200e+03 -1.501512326751398696e+01 7.834103657337319060e-01
1.525422448975471070e+03 -1.448111297680477527e+01 7.743926175940613055e-01
1.526613439790310622e+03 -1.393810793292047023e+01 7.660311726178120617e-01
1.527554647876912895e+03 -1.338645982041786375e+01 7.585224752340625765e-01
1.528308946286272885e+03 -1.282652432828975009e+01 7.516511361615968445e-01
1.528879573978374992e+03 -1.225864678305630306e+01 7.454305338352215093e-01
1.529262502576933684e+03 -1.168310045340046344e+01 7.398827970419857847e-01
1.529464441264290372e+03 -1.110011489674766771e+01 7.350113199337756642e-01
1.529489640117542422e+03 -1.051004960286205048e+01 7.308258480063023477e-01
1.529332210918162673e+03 -9.913048473648020220e+00 7.273398730684353941e-01
1.528930720413240579e+03 -9.310230680704167483e+00 7.248549859236602666e-01
1.528366796521542710e+03 -8.701175115366499568e+00 7.230677315690016149e-01
1.527638432623798963e+03 -8.086185833770940690e+00 7.219960281121368117e-01
1.526756471630367514e+03 -7.465514177501524351e+00 7.216345535279500290e-01
1.525721995714179457e+03 -6.839376511281785476e+00 7.219861379575331917e-01
1.524533224197919708e+03 -6.208210504362505766e+00 7.230372088151181265e-01
1.523190160210797785e+03 -5.572276119306304842e+00 7.247850439033146630e-01
1.521625974316616748e+03 -4.933423810828411860e+00 7.275009758741783905e-01
1.519907045243817265e+03 -4.291017993130312291e+00 7.309458466516784991e-01
1.518021512646271049e+03 -3.645388707577338128e+00 7.351183465944790552e-01
1.515974061405407838e+03 -2.997123602259400332e+00 7.400766907330366129e-01
1.513767960784734441e+03 -2.346919871475329877e+00 7.458609657534671644e-01
1.511405794966890426e+03 -1.694574173280834817e+00 7.525241738140813208e-01
