# cl_TT                  cl_TE                    cl_EE
1.160202293101440773e+04 5.876662754182906667e+01 4.591573997056707657e-01
1.021808250245317868e+04 7.806548280650373783e+01 1.154281623061642614e+00
9.337440800122149085e+03 9.068708005776117886e+01 2.087796167986404772e+00
8.671471275913658246e+03 9.766655875924310237e+01 3.144149333575885219e+00
8.128423066781929265e+03 1.001201760459975389e+02 4.195836295441721653e+00
7.668467954347311206e+03 9.916098244188759736e+01 5.125830714700482460e+00
7.274044943453951419e+03 9.576886870886072245e+01 5.843191653516087491e+00
6.933203112125544976e+03 9.075007124469092901e+01 6.291859430007373355e+00
6.634564382863681203e+03 8.484036900616554533e+01 6.449907998309243773e+00
6.376261067837605879e+03 7.854182636972458909e+01 6.326068147088956373e+00
6.157001148908717369e+03 7.205014907654992840e+01 5.957690877570492205e+00
5.967783802476586970e+03 6.553381970829198622e+01 5.402503933125264446e+00
5.801597848173620150e+03 5.923745926002469275e+01 4.725335446725132726e+00
5.658544854782816401e+03 5.333127572062664257e+01 3.988790734181045128e+00
5.539696191844849636e+03 4.783036219318120175e+01 3.249254711524571348e+00
5.442492886644427017e+03 4.267623740067535465e+01 2.554190519140375759e+00
5.356304060463494352e+03 3.777450284944204384e+01 1.938922992448637306e+00
5.296079535374406987e+03 3.327567708597345586e+01 1.427504193490834794e+00
5.245337780411967287e+03 2.906327356340237245e+01 1.029070555644194140e+00
5.201664545105092657e+03 2.515039607631427643e+01 7.401001262564743666e-01
5.168398442791561138e+03 2.160041898860064435e+01 5.523397532464060511e-01
5.144032231808073448e+03 1.843853784508009852e+01 4.484949124130274134e-01
5.126436373244814604e+03 1.568046668152366685e+01 4.088752791386284779e-01
5.114835291132373641e+03 1.334284565144468360e+01 4.132725598840837899e-01
5.108340346143239913e+03 1.144212472905203448e+01 4.423407273732222200e-01
5.106068447777940492e+03 9.981725885472572557e+00 4.806816897059911220e-01
5.107373588453971024e+03 8.953843177611954474e+00 5.153256876430916122e-01
5.111589039688356934e+03 8.338872312028019707e+00 5.391069360261823151e-01
5.118291193905146429e+03 8.110060784068988227e+00 5.475221369756232415e-01
5.127043217798940532e+03 8.221611432065918379e+00 5.408356978608023224e-01
5.137468051522128917e+03 8.627551307659784285e+00 5.211351975164654204e-01
5.149645536268125397e+03 9.272782357767438199e+00 4.930631639668475730e-01
5.163012492945360464e+03 1.010340314624584757e+01 4.618683316041414799e-01
5.177591393246787447e+03 1.105807921356805501e+01 4.327629258396374357e-01
5.193442000253594415e+03 1.207383998845999429e+01 4.105909249710970599e-01
5.209961970651191223e+03 1.310391408268824698e+01 3.988362598075918530e-01
5.227498165789202176e+03 1.409554772781899956e+01 3.999586841840948592e-01
5.246138620395202452e+03 1.500887691007113744e+01 4.137101199028916931e-01
5.265814271797816218e+03 1.580415914520904508e+01 4.391739457016688442e-01
5.286445112461136887e+03 1.644597616479910585e+01 4.749939084507700526e-01
5.307904687899318560e+03 1.692121220577182683e+01 5.180487077020602404e-01
5.330164885487313768e+03 1.722370151617969114e+01 5.647871488417118835e-01
5.353219418747587042e+03 1.734719299603958831e+01 6.116608196031112499e-01
5.377094500552942009e+03 1.728405713265989618e+01 6.551192616148676651e-01
5.401832373790210113e+03 1.703020562754923262e+01 6.922012402400411490e-01
5.427410467289234475e+03 1.659711300261231415e+01 7.223092090662818210e-01
5.453781078217470167e+03 1.600015517814406252e+01 7.454327129528285356e-01
5.480877150393078409e+03 1.525457123437777796e+01 7.615568794995911661e-01
5.508642358130679895e+03 1.437583613220829015e+01 7.706622163613721099e-01
5.537075854161406824e+03 1.338013656132200602e+01 7.731231199894205153e-01
5.566159644151826797e+03 1.228563795036929562e+01 7.708587519006121491e-01
5.595807307018187203e+03 1.111168110781623675e+01 7.661722928344586458e-01
5.625923722080346124e+03 9.877617735649771191e+00 7.613635883184577402e-01
5.656458362826131633e+03 8.602055888578233223e+00 7.587329358102493648e-01
5.687379002496690191e+03 7.302198491541437519e+00 7.602459339466042243e-01
5.718754393530571178e+03 5.990569645991021375e+00 7.665193772006612116e-01
5.750644121510319565e+03 4.678613505386310933e+00 7.778357643507329833e-01
5.782987514826111692e+03 3.378315271243986562e+00 7.944803349882166854e-01
5.815666822950905953e+03 2.101986070316571364e+00 8.167393742166858539e-01
5.848621063275548295e+03 8.602152281194800354e-01 8.447064331234906964e-01
5.881878776483204092e+03 -3.446065593086303225e-01 8.777241069171987098e-01
5.915472824573168509e+03 -1.512239734707969685e+00 9.149476356236648789e-01
5.949435799807323747e+03 -2.642503402946056568e+00 9.555327892173207660e-01
5.983792423097478604e+03 -3.735223422717576014e+00 9.986350676942128413e-01
6.018564681571473557e+03 -4.791655863030452878e+00 1.043534420534628859e+00
6.053748425492210117e+03 -5.818789301540255643e+00 1.090000654355018694e+00
6.089345098165485069e+03 -6.825109237956979769e+00 1.137926680506739618e+00
6.125361199960903832e+03 -7.819123402489967845e+00 1.187205172702402001e+00
6.161799089331833784e+03 -8.809358930913967711e+00 1.237729268299960772e+00
6.198681280002283529e+03 -9.804462904998750616e+00 1.289404524630258786e+00
6.236085077711840313e+03 -1.081319987567294838e+01 1.342182525341430344e+00
6.274100723520498832e+03 -1.184434442958849054e+01 1.396026602748248635e+00
6.312810991508722509e+03 -1.290655608177823765e+01 1.450899090150079340e+00
6.352237778437332054e+03 -1.400790711650518539e+01 1.506758975748339280e+00
6.392342458067235384e+03 -1.515525841042980737e+01 1.563501720364379732e+00
6.433049432064010034e+03 -1.635318135650713245e+01 1.620780113403808897e+00
6.474285875945336556e+03 -1.760584792807745558e+01 1.678186608982449535e+00
6.516055536021266562e+03 -1.891797852368770450e+01 1.735314771472254769e+00
6.558463099376504033e+03 -2.029511516665600368e+01 1.791757611446278542e+00
6.601631987339507759e+03 -2.174205647042763445e+01 1.847129599710480630e+00
6.645631735497780028e+03 -2.325970800611278833e+01 1.901129205286792523e+00
6.690490101008382226e+03 -2.484756067012174441e+01 1.953476344918015473e+00
6.736167770568332344e+03 -2.650462191066712236e+01 2.003891534553338794e+00
6.782595967970612946e+03 -2.822982617386281134e+01 2.052094502398526643e+00
6.829724714808312456e+03 -3.001997196238168542e+01 2.097965520733303890e+00
6.877520507456176347e+03 -3.186399063655164454e+01 2.142025496927865813e+00
6.925957604212542719e+03 -3.374856818076899856e+01 2.184956621937522936e+00
6.975001466660241022e+03 -3.566055865411368586e+01 2.227438991737469731e+00
7.024633287863272926e+03 -3.758682673751058445e+01 2.270153301646607780e+00
7.074856593284888731e+03 -3.951639942822478702e+01 2.313651017886359629e+00
7.125668079379292976e+03 -4.144674267360819186e+01 2.357965536015433017e+00
7.177069665648869886e+03 -4.337724509694788821e+01 2.403004493479820258e+00
7.229057783051791375e+03 -4.530753222720631612e+01 2.448673640104758409e+00
7.281641011769704164e+03 -4.723698055602683610e+01 2.494878836765494601e+00
7.334808317373922364e+03 -4.916522805558140163e+01 2.541527913854458642e+00
7.388569566647479405e+03 -5.109164552715051855e+01 2.588525870068993928e+00
7.442916943135306610e+03 -5.301571645955579726e+01 2.635777732440006904e+00
