# cl_TT                  cl_TE                    cl_EE
1.093162481164300061e+03 8.112644160851358421e+00 1.015806544612932460e-01
9.779021321364228925e+02 1.021702089137301073e+01 2.287612262350275094e-01
8.956333414389977179e+02 1.129121901781030246e+01 3.735897370009477192e-01
8.305410412071037172e+02 1.160013245728408648e+01 5.072164706561455016e-01
7.771253756618079933e+02 1.137950185180222640e+01 6.070821186050612273e-01
7.327299056746873021e+02 1.081836354850282511e+01 6.602366120811353767e-01
6.958157324549556506e+02 1.005500440694789255e+01 6.638184457280672524e-01
6.651636161512302579e+02 9.185918846918060154e+00 6.233699604978154563e-01
6.397433503779315060e+02 8.276853707449763675e+00 5.499416393915740331e-01
6.191045549451023362e+02 7.361763035668236199e+00 4.571721283930513802e-01
6.027000121622126017e+02 6.453966764859567995e+00 3.586711664339758965e-01
5.895327182770510035e+02 5.568753907549988114e+00 2.657874188713535424e-01
5.789050191513625805e+02 4.725978747058088736e+00 1.862900399393666584e-01
5.706754001579821534e+02 3.941340073452614501e+00 1.241389751832776833e-01
5.647264078479588534e+02 3.224918701906338114e+00 7.998235167670839085e-02
5.606634472099771074e+02 2.584988044060554380e+00 5.199751446503260432e-02
5.573987128400636948e+02 2.027528594370083592e+00 3.683268470875655787e-02
5.561902367376492293e+02 1.569992916444984177e+00 3.062963122698066087e-02
5.554288004965251275e+02 1.210115171064106709e+00 2.958027869763059370e-02
5.551030129993140463e+02 9.480265642118140823e-01 3.088731868759091170e-02
5.552442250946422746e+02 7.820310866704055508e-01 3.234454975097567769e-02
5.558784051154860890e+02 7.053610737402176145e-01 3.312365585650410560e-02
5.569187342159700620e+02 7.037748059774487919e-01 3.293255620202389239e-02
5.578847248324790371e+02 7.653773779103117958e-01 3.222258011157640156e-02
5.592181632536170355e+02 8.748187903549763389e-01 3.162878859726153680e-02
5.607214545378504909e+02 1.013864150399342856e+00 3.174005572968854189e-02
5.623288290293212413e+02 1.172842698931919392e+00 3.307164546928430954e-02
5.641911344211082451e+02 1.331621836961771832e+00 3.570291570154546235e-02
5.659766079761394622e+02 1.485048466716892390e+00 3.949984773593935572e-02
5.682259302315417244e+02 1.621653798214833575e+00 4.401761248869470733e-02
5.704406625779529350e+02 1.736276345457749670e+00 4.868718419844539347e-02
5.728033294443893055e+02 1.825193038973184301e+00 5.293309107538519270e-02
5.754389391423114830e+02 1.884037957543949870e+00 5.621822393168451198e-02
5.778886803406717263e+02 1.916032308247424654e+00 5.825570370452899660e-02
5.805442832830902944e+02 1.917075900159821433e+00 5.887944566215463915e-02
5.834349778594190639e+02 1.890953244822571211e+00 5.822239313225847229e-02
5.864461283954465216e+02 1.840618881335060797e+00 5.654923242858744120e-02
5.894629091713951539e+02 1.769925515548160355e+00 5.432151959751344711e-02
5.924575638164156999e+02 1.684525579491552127e+00 5.206039763881657040e-02
5.954812127513308724e+02 1.590814411388262739e+00 5.022466904682967859e-02
5.985872472833457323e+02 1.492989099320614521e+00 4.898317909022218558e-02
6.018475988299225037e+02 1.394041102143316779e+00 4.842923419720656514e-02
6.052550206892038887e+02 1.297221038663238790e+00 4.865178751399074769e-02
6.087326706454691703e+02 1.206064539753250342e+00 4.973410287005165104e-02
6.121861442284103987e+02 1.123394565241893295e+00 5.171399718070268658e-02
6.155800021704008032e+02 1.049033597950560059e+00 5.447874537172744946e-02
6.189570809821830153e+02 9.821824703811270485e-01 5.788883386583535545e-02
6.223876690953335356e+02 9.223048854342807967e-01 6.180765348505531248e-02
6.258776408357608716e+02 8.696344300850384901e-01 6.609839098900545384e-02
6.294061552483492505e+02 8.238775837754311882e-01 7.065106298579422461e-02
6.329458579346271563e+02 7.835065693713374468e-01 7.542668896212317842e-02
6.364894922726798541e+02 7.458069317896556250e-01 8.042033986391249056e-02
6.401359011039450024e+02 7.074373551821773187e-01 8.562165581828998229e-02
6.439251587371459209e+02 6.652240849223113317e-01 9.102372468759213631e-02
6.477669002415634623e+02 6.167076228687995432e-01 9.660875763440059105e-02
6.516168412787843636e+02 5.598599866342561793e-01 1.023023840709330889e-01
6.555103250530378318e+02 4.930354770447730184e-01 1.080102459883518634e-01
6.594922975673501924e+02 4.145923372564817577e-01 1.136379855331233896e-01
6.635938741290849521e+02 3.227809771259655403e-01 1.190915457160950236e-01
6.678294346370472567e+02 2.163195972978157466e-01 1.242985377026531862e-01
6.721523690823540846e+02 9.588807683304401142e-02 1.292730196338221504e-01
6.765303842104743808e+02 -3.749208658246481335e-02 1.340488125852020707e-01
6.809572678635767033e+02 -1.829614209604627784e-01 1.386578797775976368e-01
6.854350549974421938e+02 -3.396938130056337823e-01 1.431324855702627019e-01
6.899682538418787772e+02 -5.067711236752361348e-01 1.475144336304043680e-01
6.945970934226929785e+02 -6.829616016487384256e-01 1.518840910637718200e-01
6.993593644696952651e+02 -8.670294107963451014e-01 1.563330138077628773e-01
7.042954312905329743e+02 -1.057736318585380086e+00 1.609530693142071645e-01
7.094269915721910138e+02 -1.253656662656206011e+00 1.658346649871524359e-01
7.146823727871937990e+02 -1.452594196821209493e+00 1.710442924758465155e-01
7.199704687921271216e+02 -1.652579368430534323e+00 1.765724616153637461e-01
7.251886019496990912e+02 -1.851926535237791605e+00 1.823890220410152030e-01
7.302742555819321524e+02 -2.049126772123609719e+00 1.884662603812121418e-01
7.353147941026763874e+02 -2.244020805739012303e+00 1.947763018084666398e-01
