# cl_TT                  cl_TE                    cl_EE
3.356539965382481228e+02 8.181488138955759215e-01 9.579168740336341595e-03
3.264788468095717349e+02 1.270075389828517975e+00 2.355833616022586299e-02
3.145996870702634283e+02 1.562267862940069696e+00 3.972629133695607800e-02
3.044817648913300445e+02 1.709398482650701157e+00 5.428200982459378127e-02
2.965639151812418959e+02 1.746090434887209053e+00 6.421841800124938882e-02
2.906943227809536552e+02 1.705589860757322551e+00 6.799102198088255444e-02
2.865651648366366544e+02 1.617698170900989219e+00 6.560199178314235491e-02
2.839872162429505238e+02 1.502148380555977214e+00 5.829879599513640431e-02
2.826106583538747259e+02 1.375110952323374436e+00 4.801219945703268793e-02
2.823899103546135052e+02 1.243598751674658942e+00 3.682595994638207526e-02
2.835690107450024016e+02 1.114618598871879751e+00 2.652522398267202069e-02
2.852253172218151462e+02 9.867308553784579495e-01 1.830578565249278006e-02
2.875086311675767092e+02 8.725102178901698036e-01 1.266760450723511747e-02
2.900696340725332334e+02 7.732438676870131422e-01 9.515963304455003421e-03
2.935211309792971406e+02 6.949155586973562171e-01 8.340655354357287207e-03
2.976866656530270916e+02 6.358655209794595864e-01 8.426264169380503696e-03
3.018249484033220256e+02 5.945900068953613449e-01 9.071135283293030663e-03
3.069970516533326759e+02 5.743111032419896400e-01 9.769212324657976926e-03
3.118027477924458140e+02 5.692899115258687193e-01 1.012303504332069150e-02
3.168846965930508759e+02 5.801352146921825437e-01 1.005436387548926808e-02
3.221720436237119998e+02 6.034460398668806125e-01 9.618434733354669017e-03
3.272654256425614676e+02 6.369602893946381128e-01 9.012879635590699545e-03
3.324981804673637953e+02 6.782211935630648725e-01 8.465761210904027348e-03
3.380384893550355514e+02 7.183974016262106854e-01 8.153559262810713623e-03
3.434226102512325269e+02 7.594282158462716259e-01 8.216736511682165914e-03
3.490333114645513888e+02 7.997534131401700108e-01 8.678638005465824645e-03
3.546779354092511198e+02 8.324584153999372571e-01 9.493573443320676986e-03
3.603212260596355918e+02 8.619487249602059142e-01 1.055555185343214422e-02
3.662005558637347349e+02 8.807421973769407053e-01 1.174579223550322599e-02
3.716813200522778402e+02 8.964723760212417458e-01 1.294551757795576151e-02
3.775337377409244368e+02 9.018183629149995051e-01 1.408434548773841374e-02
3.832418175908859439e+02 8.989118510738270951e-01 1.511803336420878587e-02
