# cl_TT                  cl_TE                    cl_EE
1.682329608854501657e+03 2.233619160612230203e+00 8.134849170846031319e-03
1.638033589495713841e+03 1.668320954792426480e+00 3.583158198148196985e-03
1.592352714559483275e+03 1.129906455166812096e+00 1.377000228100067666e-03
1.562075727914417257e+03 8.002370408243819622e-01 6.949599789697561564e-04
1.545430271265353440e+03 6.661530312084628092e-01 5.105964297778595564e-04
1.539010698260447271e+03 6.631184123199894698e-01 5.029254837408046698e-04
1.539863960688563793e+03 7.360896864321940791e-01 6.078527008919668408e-04
1.546782196440268990e+03 8.496167893483850264e-01 8.133112619684535957e-04
1.557632298260301241e+03 9.881392728443155749e-01 1.121299403190063231e-03
1.570926889291780299e+03 1.143765845585188901e+00 1.535989008515911258e-03
1.589547101497826134e+03 1.312933592726899024e+00 2.069139144541789349e-03
1.608939089344701415e+03 1.488355847402463406e+00 2.732917569464877235e-03
1.629420457888016927e+03 1.667056173099451089e+00 3.535147753943705846e-03
1.649737527319702394e+03 1.842339808196886919e+00 4.493447919267454065e-03
1.673061138984614672e+03 2.024652993142554092e+00 5.640574372525805104e-03
1.699245959145422603e+03 2.212440101457341601e+00 6.990636132783100212e-03
1.726650591686983489e+03 2.401998683894650100e+00 8.554465137764952903e-03
1.755615029019667190e+03 2.592578728616545813e+00 1.035900135076761250e-02
1.784224975866251498e+03 2.775155565745113684e+00 1.241592181004656965e-02
1.813258050316952904e+03 2.951570875875908495e+00 1.474018013064033218e-02
1.842884013289790346e+03 3.120975350602514631e+00 1.736225198231973466e-02
1.872717718771090631e+03 3.284414870558268085e+00 2.029914218295481021e-02
1.903043158331156746e+03 3.442650517688110146e+00 2.357132658179472706e-02
1.933951307871754807e+03 3.588951839848998127e+00 2.719573008063981556e-02
1.964929230241714322e+03 3.726799705548483388e+00 3.119556039909608669e-02
1.996450392721588969e+03 3.855054900643499760e+00 3.559807918016126560e-02
2.028419458047742410e+03 3.966920147088665694e+00 4.041060067605557055e-02
2.060785073440807992e+03 4.066823740943458887e+00 4.565532321043302977e-02
2.093723514083480495e+03 4.147426284698492616e+00 5.135694953368557386e-02
2.126472482716284958e+03 4.217078114439016367e+00 5.752618458845932398e-02
2.159697674112394907e+03 4.268713422883185338e+00 6.419980451192605631e-02
2.192937828855718180e+03 4.302297824051571240e+00 7.136543906324303854e-02
2.226284393908440052e+03 4.320780064565478362e+00 7.907049317467791660e-02
2.260403236851821930e+03 4.315035849279428071e+00 8.731337834832469946e-02
2.294443718227071713e+03 4.294455500613318044e+00 9.611091614802526328e-02
2.328870500019218071e+03 4.250630398710005586e+00 1.054932980169756979e-01
2.363716864876216277e+03 4.183268336765440409e+00 1.154600025697700844e-01
2.398872320886209764e+03 4.092734743462958846e+00 1.260216733030611602e-01
2.434259148840798389e+03 3.978538231887028154e+00 1.371943604573528652e-01
2.469796619643621852e+03 3.840387268870065540e+00 1.489937183900265083e-01
2.505503373879854735e+03 3.678722181456583140e+00 1.614333098514227627e-01
2.541409897971966529e+03 3.493767170057143545e+00 1.745260045040540053e-01
2.577583823730675704e+03 3.284142155562576271e+00 1.882825137155415274e-01
2.614107642676955038e+03 3.048162742125538838e+00 2.027107220086706296e-01
2.650961746111154298e+03 2.784741799399969242e+00 2.178158974176519214e-01
2.688126675992103173e+03 2.493323432505103909e+00 2.336045909989370728e-01
2.725570012803756526e+03 2.173466167926423775e+00 2.500768003902859027e-01
2.763274193839402415e+03 1.824803058542447509e+00 2.672317765496150521e-01
2.801288510864042109e+03 1.447106307433405847e+00 2.850799092070021579e-01
2.839669035565373633e+03 1.040355063866144070e+00 3.036308783727493243e-01
2.878372681006697348e+03 6.051534971070700042e-01 3.228870791931883200e-01
2.917340853517524465e+03 1.420522748239643196e-01 3.428457404032989597e-01
2.956566954001886188e+03 -3.492568778624553505e-01 3.635048304516929618e-01
2.996059235414931663e+03 -8.694516569591737021e-01 3.848638005521787253e-01
3.035941508417806745e+03 -1.419732745503158533e+00 4.069157459740452842e-01
3.076324415553760900e+03 -2.000828540132415068e+00 4.296550885341391957e-01
3.117174163422006586e+03 -2.612669978230828249e+00 4.530788086961086147e-01
3.158412381101026767e+03 -3.254900340890658050e+00 4.771846278983202239e-01
3.200027544821252832e+03 -3.926746752641497196e+00 5.019628377319803603e-01
3.242033525047738749e+03 -4.627516802758962378e+00 5.274035051494568860e-01
3.284434369042289745e+03 -5.357196986188328403e+00 5.534958024052342163e-01
3.327244660736485002e+03 -6.115958282515376432e+00 5.802294207052264285e-01
3.370464117640291988e+03 -6.903964119924991927e+00 6.075933084209304003e-01
3.414114732333671782e+03 -7.721437242904478637e+00 6.355786428590814996e-01
3.458234153548798531e+03 -8.568583258329082852e+00 6.641693969359170335e-01
3.502818688112540258e+03 -9.444700125055794260e+00 6.933474659085003822e-01
3.547850585459668764e+03 -1.034885326882350576e+01 7.230912557610612579e-01
3.593304656408749452e+03 -1.128013777148887264e+01 7.533814032915415737e-01
3.639170558333449662e+03 -1.223784180857402859e+01 7.841992909487648378e-01
3.685439789238724643e+03 -1.322153128395556898e+01 8.155286419391799546e-01
3.732215236675802771e+03 -1.423171226533937528e+01 8.473528761646318408e-01
3.779594201089530998e+03 -1.526890858470997259e+01 8.796540411748288157e-01
3.827569977095730792e+03 -1.633257440446465836e+01 9.124082468057951312e-01
3.876128422510675591e+03 -1.742182963820161135e+01 9.455908655795320916e-01
3.925217043710849794e+03 -1.853575782139008510e+01 9.791745305100505448e-01
3.974733962546747080e+03 -1.967276202667449780e+01 1.013132784267069209e+00
4.024694946023385455e+03 -2.083230094389277909e+01 1.047437173980064085e+00
4.075175181965934371e+03 -2.201413047947021440e+01 1.082059997397021300e+00
4.126227567897898552e+03 -2.321815520296850011e+01 1.116973560620228456e+00
4.177897320107071209e+03 -2.444392255288233429e+01 1.152149589414293906e+00
4.230176659138432115e+03 -2.569029396312950553e+01 1.187558947702952894e+00
4.283012984153799152e+03 -2.695614518016757799e+01 1.223170434506974935e+00
4.336375977308852271e+03 -2.824005496473278143e+01 1.258953602242029568e+00
4.390227891184441432e+03 -2.954097365580894419e+01 1.294877271571854616e+00
4.444542520942511146e+03 -3.085753941032939096e+01 1.330912282817511505e+00
4.499295263970441738e+03 -3.218884967073699244e+01 1.367025635277216100e+00
4.554480490222732442e+03 -3.353406113850869019e+01 1.403184863219629319e+00
4.610122285088536046e+03 -3.489240500649726329e+01 1.439357513956435852e+00
4.666237308404015494e+03 -3.626326125354088248e+01 1.475506691281077032e+00
4.722845372729911105e+03 -3.764572338492197900e+01 1.511599287988856677e+00
4.779941749882128533e+03 -3.903892686885809127e+01 1.547600226349144625e+00
4.837532294092236043e+03 -4.044164643739634357e+01 1.583474504232630364e+00
4.895600580009968326e+03 -4.185295421736422838e+01 1.619189363041267482e+00
4.954152473351939079e+03 -4.327162547217281485e+01 1.654709088180572829e+00
5.013171561290823774e+03 -4.469651002892217662e+01 1.689999466358087732e+00
5.072648866287337114e+03 -4.612645800427330300e+01 1.725025557338807358e+00
5.132582846458967651e+03 -4.756031981361659433e+01 1.759751694169409797e+00
5.192942254133322422e+03 -4.899687189654540020e+01 1.794143711878173786e+00
5.253732991239534385e+03 -5.043489100915555667e+01 1.828169690470212716e+00
5.314938682679400699e+03 -5.187315423267752124e+01 1.861794755208422192e+00
5.376550389835547321e+03 -5.331066183246479540e+01 1.894976619695269093e+00
5.438544325562611448e+03 -5.474589443131218758e+01 1.927695299331500189e+00
5.500911567566281519e+03 -5.617777870320696820e+01 1.959901112882281415e+00
5.563635773268768389e+03 -5.760501882991277967e+01 1.991566680916406096e+00
5.626700608016033584e+03 -5.902624507597983694e+01 2.022657212353152545e+00
5.690089744878827332e+03 -6.044031093066945459e+01 2.053145361076061715e+00
5.753779436051287121e+03 -6.184592169827382691e+01 2.082988940758442986e+00
5.817768225952947432e+03 -6.324170878937594154e+01 2.112160638105346155e+00
5.882032380785227360e+03 -6.462652686254753576e+01 2.140618299259448687e+00
5.946556035271395558e+03 -6.599916694110804372e+01 2.168335801224212656e+00
6.011332493400916974e+03 -6.735823858311826484e+01 2.195291669650341504e+00
6.076348070134602494e+03 -6.870273342745122136e+01 2.221450747089552369e+00
6.141589085578095364e+03 -7.003134640654619147e+01 2.246785319458332708e+00
6.207041864510443702e+03 -7.134292145477350289e+01 2.271282544029171291e+00
6.272700164256079916e+03 -7.263630294869723514e+01 2.294914735637417103e+00
6.338550317505964813e+03 -7.391026143074763866e+01 2.317646794600286775e+00
6.404571231845806324e+03 -7.516356789979316488e+01 2.339465919670548733e+00
6.470756674348368506e+03 -7.639514238509272559e+01 2.360344465799430580e+00
6.537092986084138829e+03 -7.760375681909354739e+01 2.380262228678295955e+00
6.603566510059293250e+03 -7.878818361108228885e+01 2.399191587501796619e+00
6.670156162485621280e+03 -7.994734422065182855e+01 2.417112361107744523e+00
6.736855717489793278e+03 -8.108001202994230994e+01 2.434004379041239563e+00
6.803651521764978497e+03 -8.218496091665811321e+01 2.449840052595214868e+00
6.870522494322182865e+03 -8.326111382681524731e+01 2.464606659232808639e+00
6.937462411345936744e+03 -8.430731992967382382e+01 2.478276628534719084e+00
7.004450192656007857e+03 -8.532235462284111804e+01 2.490837254928730093e+00
7.071472186682154643e+03 -8.630514238750896538e+01 2.502260983599873700e+00
7.138522170452494720e+03 -8.725453394226461512e+01 2.512535123185112962e+00
7.205579064597779507e+03 -8.816930624695889662e+01 2.521632131649393926e+00
7.272620089942850427e+03 -8.904840750743858280e+01 2.529542325643048706e+00
7.339637952052798028e+03 -8.989080078042771049e+01 2.536268013141038669e+00
7.406593943741413568e+03 -9.069554609026002368e+01 2.541799645880586933e+00
7.473471644087606364e+03 -9.146155542917848891e+01 2.546157391978800089e+00
7.540239777084783782e+03 -9.218803845934702679e+01 2.549324279982633001e+00
7.606881925509193024e+03 -9.287383396162495330e+01 2.551313053213498883e+00
7.673366818050568327e+03 -9.351800410314174883e+01 2.552121598841984529e+00
7.739670614955756719e+03 -9.411968586906526468e+01 2.551762660453336551e+00
7.805762051978632371e+03 -9.467794249354822966e+01 2.550234123799839381e+00
7.871632154484696912e+03 -9.519183774032285328e+01 2.547541300994703217e+00
7.937242239751213674e+03 -9.566051018239971881e+01 2.543704357989177822e+00
8.002568487863474729e+03 -9.608295034682666369e+01 2.538713743584676497e+00
8.067594514196212913e+03 -9.645837212650624792e+01 2.532582186998562968e+00
8.132281656874879445e+03 -9.678584135599686533e+01 2.525322411893673902e+00
8.196613547763168754e+03 -9.706435008731126857e+01 2.516932278763654107e+00
8.260544114914082456e+03 -9.729318799868461554e+01 2.507431925749279422e+00
8.324049581933873924e+03 -9.747127383324611571e+01 2.496834054288580518e+00
8.387098755495100704e+03 -9.759782393965863889e+01 2.485143928154888382e+00
8.449660454595104966e+03 -9.767190655913061903e+01 2.472374229182795258e+00
8.511703511450721635e+03 -9.769259037934919832e+01 2.458537627927433356e+00
8.573190329024173479e+03 -9.765917277305935329e+01 2.443650113903836019e+00
8.634116978627040226e+03 -9.757127027302881572e+01 2.427740988310348680e+00
8.694458247268343257e+03 -9.742857949841878451e+01 2.410850297598224223e+00
8.754203795167346470e+03 -9.723094601856726626e+01 2.393018072814038444e+00
8.813335871416402370e+03 -9.697799291692548707e+01 2.374269471827575639e+00
8.871851599687797716e+03 -9.666956647245963552e+01 2.354651919995050413e+00
8.929718408724727851e+03 -9.630536472148483540e+01 2.334190538949479254e+00
8.986933459666228373e+03 -9.588516028650475675e+01 2.312940143925917180e+00
9.043471648043581808e+03 -9.540872607005746886e+01 2.290925815819076838e+00
9.099315317549991960e+03 -9.487590951461780264e+01 2.268194898474533705e+00
9.154431975274876095e+03 -9.428640972757951033e+01 2.244787284108898273e+00
9.208804005302898076e+03 -9.364014887339112647e+01 2.220742840468771462e+00
9.262413812121658339e+03 -9.293675216284235319e+01 2.196116266318528076e+00
9.315228963937532171e+03 -9.217621637762124465e+01 2.170932520112612174e+00
9.367239334350135323e+03 -9.135824129111216507e+01 2.145238817206520654e+00
9.418419960430504943e+03 -9.048274962457668380e+01 2.119082343552674441e+00
9.468753327507864014e+03 -8.954958988420980859e+01 2.092510254431410033e+00
9.518221940462795828e+03 -8.855883346568317904e+01 2.065569673173968113e+00
9.566808323279899923e+03 -8.751032892319491907e+01 2.038307689875891171e+00
9.614495018512150637e+03 -8.640399907314399286e+01 2.010763931751438083e+00
9.661257158309897932e+03 -8.523976667996085155e+01 1.982992846884775950e+00
9.707092177119959160e+03 -8.401762870868228106e+01 1.955041417877094068e+00
9.751967812455361127e+03 -8.273750772682993215e+01 1.926956588891318267e+00
9.795866674147002414e+03 -8.139940044018177900e+01 1.898785264352990332e+00
9.838778815078037951e+03 -8.000345194499703894e+01 1.870589164354118816e+00
9.880679924390788074e+03 -7.854966255385075158e+01 1.842411289769823490e+00
9.921555049207277989e+03 -7.703841972228489965e+01 1.814331315551468871e+00
9.961382299160317416e+03 -7.547026319403813943e+01 1.786417623244737518e+00
1.000015465110290097e+04 -7.384565812870525292e+01 1.758738548293761639e+00
1.003785766291895379e+04 -7.216521792181407591e+01 1.731377235518249735e+00
