# cl_TT                  cl_TE                    cl_EE
5.761740720783077450e+02 1.923563563086688522e+00 5.092937610801330506e-02
5.162921263942282621e+02 2.448617534734613965e+00 7.744342602583967339e-02
4.664981510810475811e+02 2.492772781769287960e+00 7.992071989839015511e-02
4.293037023593364552e+02 2.258860256966638502e+00 6.416113133665171664e-02
4.025865083530223956e+02 1.898850392434182410e+00 4.222031602860496641e-02
3.839238751012640023e+02 1.508541973703565020e+00 2.377523723298067410e-02
3.711088316787062809e+02 1.147898472779157242e+00 1.266673683430319733e-02
3.628138647505286372e+02 8.506917699332331440e-01 7.892995963031983891e-03
3.578802167391918942e+02 6.321718034388971175e-01 6.492604979752059774e-03
3.553424628930987978e+02 4.946400003964827596e-01 5.977700735166604530e-03
3.547716331360215918e+02 4.282919121095455361e-01 5.279767621213573084e-03
3.557462560104804652e+02 4.142564809410543281e-01 4.435153608624096272e-03
3.577629783123408629e+02 4.305695160888959871e-01 3.814446059767324752e-03
3.606083921570836424e+02 4.596941494136630446e-01 3.577623249141849340e-03
3.642695007219813306e+02 4.898476805450267535e-01 3.577059367651208577e-03
3.686965261721939555e+02 5.129904805928808820e-01 3.558310014571845325e-03
3.733889856658599911e+02 5.250282816505991157e-01 3.379883598451737144e-03
3.791949549269804720e+02 5.275586745865760152e-01 3.084981355849666235e-03
3.850127250761937034e+02 5.221405787751524086e-01 2.826854561647796152e-03
3.913985568078329607e+02 5.164917103964623557e-01 2.727019725717691901e-03
3.978146230830508330e+02 5.136602615647518633e-01 2.854034555886852259e-03
4.047177512389590106e+02 5.178008135469427398e-01 3.175808536759007483e-03
4.118972945477510734e+02 5.285397852991702283e-01 3.642109776386588411e-03
4.190621331364484945e+02 5.454434835633013012e-01 4.215214389728324379e-03
4.264714391892118783e+02 5.679723604361511802e-01 4.873047968317781135e-03
4.342428846858137490e+02 5.913179551586511540e-01 5.597077795158278413e-03
4.421431344717332195e+02 6.144952335141808941e-01 6.369924818980393817e-03
4.501768678936584251e+02 6.348096129281768363e-01 7.161524802173567864e-03
4.584574173873382392e+02 6.472626372052944221e-01 7.941690640493812015e-03
4.668719226694973372e+02 6.514959393384310848e-01 8.717437951735894711e-03
4.754065770077876323e+02 6.509637339505337517e-01 9.522140270359016542e-03
4.842402650236579120e+02 6.406307615195598881e-01 1.039185008696045728e-02
4.929661539941716910e+02 6.279254220278368548e-01 1.135144420006728438e-02
5.022287106488529389e+02 6.107182910732119607e-01 1.244436160328332014e-02
