# cl_TT                  cl_TE                    cl_EE
2.361512904835520203e+03 2.725542206603368101e+00 3.271816131340800349e-02
2.132960060223777873e+03 3.562006257483468552e+00 4.732969427308950094e-02
1.956147073970789734e+03 3.658804244380102322e+00 4.560942442001155589e-02
1.831048295741105676e+03 3.354760666697382376e+00 3.394136276250075968e-02
1.745583112099666096e+03 2.903249450440993584e+00 2.110073274197202947e-02
1.688667301864726596e+03 2.451345265156043229e+00 1.229945425119897441e-02
1.651937641110367395e+03 2.075320955502804932e+00 8.179868678014070096e-03
1.630930245822176857e+03 1.802941744600222052e+00 6.855620579757915924e-03
1.621240961448872895e+03 1.636426112045678671e+00 6.327707746337702700e-03
1.619678373067756866e+03 1.566537377030195577e+00 5.679035119296938459e-03
1.625485649781555594e+03 1.574175238098469709e+00 4.960832138225179655e-03
1.637107649438321005e+03 1.634179477103733902e+00 4.526964431877282709e-03
1.652337056054835784e+03 1.722709567964296529e+00 4.552767007533112253e-03
1.670432444021018682e+03 1.827187436401608966e+00 4.968500363119512583e-03
1.691713136658183657e+03 1.941359784991419257e+00 5.623987005921213603e-03
1.716026503017265668e+03 2.058615050483021847e+00 6.451977912327818560e-03
1.741108709485173449e+03 2.172374423694623857e+00 7.484845932531686806e-03
1.770889251446937351e+03 2.289523079990776200e+00 8.800871405937321992e-03
1.801261936447360767e+03 2.405689035072712478e+00 1.042573405868443999e-02
1.832254023606812780e+03 2.523905531712252071e+00 1.234587743125802051e-02
1.864571118748387107e+03 2.645310499734116139e+00 1.454338611239598678e-02
1.898056429189915207e+03 2.768435453196545826e+00 1.702375941957587693e-02
1.932608100504484582e+03 2.887818543868994947e+00 1.980393714555115162e-02
1.967959131755916815e+03 2.999992715894112649e+00 2.289664583681168264e-02
2.004198633277997942e+03 3.104484007241949062e+00 2.631389806452234109e-02
2.041283355537795160e+03 3.197626061994927049e+00 3.005506053345628065e-02
2.079011197883633940e+03 3.279796436116435121e+00 3.413379165826089384e-02
2.117567855974953090e+03 3.342400631738814187e+00 3.857213753863914657e-02
2.156633805409549041e+03 3.386671124274290623e+00 4.337784510919387437e-02
2.196569446910492388e+03 3.414089956699019268e+00 4.860389332548459285e-02
2.237054913712100642e+03 3.425676304800457483e+00 5.426311677109184328e-02
2.277886707371753801e+03 3.424239975821867787e+00 6.036638506540154686e-02
2.319527644254528695e+03 3.403480827955823074e+00 6.691603868297384128e-02
2.361349353170390714e+03 3.369173690685619338e+00 7.393354470611310236e-02
2.403727354578307768e+03 3.315916430527329872e+00 8.144514482434352109e-02
2.446757455898491116e+03 3.243717104524456829e+00 8.945149550280426243e-02
2.490240001243309507e+03 3.151959042461760951e+00 9.795203785195708002e-02
2.534089229286170848e+03 3.038085255862662759e+00 1.069502823801028457e-01
2.578261896029825493e+03 2.899788132526788687e+00 1.164552633648319319e-01
2.622839967168984458e+03 2.736930269056954579e+00 1.264937092112867756e-01
2.667843294998058354e+03 2.551044894084302683e+00 1.370800725233604911e-01
2.713308588830064309e+03 2.342050748423105677e+00 1.482295155466299974e-01
2.759275691083273159e+03 2.109615525898135946e+00 1.599539448360838001e-01
2.805671471849993395e+03 1.853907490161847971e+00 1.722604805258467209e-01
2.852403602613490875e+03 1.574909670398295214e+00 1.851510333309644429e-01
2.899439398541989704e+03 1.271375902908381095e+00 1.986237557271810228e-01
2.946792559555857224e+03 9.418410572764388533e-01 2.126793932782548024e-01
2.994538385447985547e+03 5.850172709513619118e-01 2.273285573548635974e-01
3.042747663521666254e+03 2.000213427009394640e-01 2.425821061942117218e-01
3.091414917714085277e+03 -2.130724669140280636e-01 2.584465522202493148e-01
3.140467218622954078e+03 -6.531614009643122998e-01 2.749173430164363885e-01
3.189857217813278112e+03 -1.119600272192467827e+00 2.919889033290992697e-01
3.239588267322068987e+03 -1.612244608707107840e+00 3.096546489614057651e-01
3.289732581633172231e+03 -2.131395242115788680e+00 3.279048498877442097e-01
3.340298750492459021e+03 -2.677272981759982518e+00 3.467351259823612253e-01
3.391245993228106727e+03 -3.250389282799502677e+00 3.661517302093472703e-01
3.442552630860991485e+03 -3.851099062117377958e+00 3.861600860778974242e-01
3.494249100599663507e+03 -4.479470981445527578e+00 4.067610171948039532e-01
3.546367790482783221e+03 -5.135598496645526367e+00 4.279553467873021266e-01
3.598924073874332862e+03 -5.819537161813117976e+00 4.497413330571586876e-01
3.651895970476619823e+03 -6.530846041954896819e+00 4.721053861931652773e-01
3.705258472102377254e+03 -7.268985717057431906e+00 4.950318679663074373e-01
3.759015596852602357e+03 -8.033581262510878673e+00 5.185026347227709165e-01
3.813194667787433900e+03 -8.824394964168863709e+00 5.424986368979969331e-01
3.867824313428325695e+03 -9.641166480729058463e+00 5.670014602675355064e-01
3.922906979954358576e+03 -1.048345674888203760e+01 5.919964034481683957e-01
3.978447417206006321e+03 -1.135092442797464862e+01 6.174709491748662238e-01
4.034439518951641276e+03 -1.224332643906213924e+01 6.434144875191107893e-01
4.090880783479677575e+03 -1.316041553838726053e+01 6.698166124740951854e-01
4.147769361602719073e+03 -1.410191834529725519e+01 6.966652712568621730e-01
4.205087453424076557e+03 -1.506725371511191724e+01 7.239421771027366725e-01
4.262802417776482798e+03 -1.605543115980315605e+01 7.516265865568302340e-01
4.320867062110723055e+03 -1.706552567704041579e+01 7.796956677357460563e-01
4.379270312523612120e+03 -1.809678060740228744e+01 8.081287315606396904e-01
4.438112379433344358e+03 -1.914939369808587344e+01 8.369038399160095842e-01
4.497470735950079870e+03 -2.022316753520432897e+01 8.659976012626762198e-01
4.557384494529232143e+03 -2.131786842294964757e+01 8.953862588174139603e-01
4.617875546060256056e+03 -2.243291484254991985e+01 9.250460609578682325e-01
